Date,Avg_Temp_C,Max_Temp_C,Min_Temp_C,Precipitation_mm,Relative_Humidity_Percent,Wind_Speed_m_s
1994-06-13,31.35,38.8,24.64,0.0,26.83,1.82
1994-06-14,30.24,37.65,23.76,0.02,30.76,2.27
1994-06-15,29.91,37.02,23.78,0.06,34.95,1.9
1994-06-16,30.31,38.16,22.76,0.0,29.37,2.26
1994-06-17,29.4,36.34,23.09,0.05,36.82,2.37
1994-06-18,28.44,33.72,23.48,0.09,43.39,2.24
1994-06-19,28.88,35.64,22.67,0.03,33.38,2.14
1994-06-20,28.73,35.12,22.88,0.0,33.81,2.01
1994-06-21,29.24,35.69,23.99,0.0,35.65,2.25
1994-06-22,29.01,35.62,23.57,0.0,34.56,2.59
1994-06-23,30.48,37.66,24.37,0.0,27.21,2.4
1994-06-24,29.4,34.86,24.82,0.08,38.66,2.06
1994-06-25,29.24,34.28,24.7,4.32,40.3,2.68
1994-06-26,28.83,34.99,23.19,0.34,35.57,3.95
1994-06-27,29.6,36.74,22.64,0.12,32.67,4.04
1994-06-28,29.94,36.65,23.59,0.0,28.75,2.69
1994-06-29,29.93,35.79,23.7,0.57,29.13,2.4
1994-06-30,28.44,32.72,25.0,0.12,39.65,1.85
1994-07-01,28.31,33.57,24.08,0.0,40.85,2.06
1994-07-02,28.74,34.71,23.3,0.0,35.76,2.7
1994-07-03,29.75,36.26,23.68,0.0,29.14,4.69
1994-07-04,30.91,37.61,25.34,0.0,24.01,3.38
1994-07-05,31.37,39.06,24.55,0.16,26.77,3.27
1994-07-06,30.02,35.43,25.5,0.27,28.34,3.3
1994-07-07,29.71,36.79,23.47,1.42,36.12,4.64
1994-07-08,30.41,36.78,25.66,1.37,35.1,2.01
1994-07-09,30.66,37.27,24.95,0.88,33.23,2.69
1994-07-10,30.45,37.19,24.59,2.58,34.32,3.41
1994-07-11,29.42,37.42,23.65,2.18,37.87,5.0
1994-07-12,28.7,36.57,24.12,6.29,45.57,5.72
1994-07-13,26.06,33.22,22.17,14.42,59.47,6.1
1994-07-14,27.42,35.38,21.41,4.67,49.81,5.02
1994-07-15,26.8,31.99,22.83,0.29,50.2,4.38
1994-07-16,26.88,33.35,23.56,0.14,51.45,4.0
1994-07-17,27.59,33.55,23.26,0.1,48.75,4.85
1994-07-18,28.16,33.9,23.16,0.05,46.18,3.09
1994-07-19,28.12,34.17,23.26,0.09,45.49,3.49
1994-07-20,28.5,34.87,23.08,0.05,44.4,3.97
1994-07-21,28.15,34.5,22.77,0.0,49.26,4.65
1994-07-22,27.29,32.63,22.3,0.0,52.02,2.43
1994-07-23,27.35,33.33,22.7,0.0,52.09,2.37
1994-07-24,27.86,33.71,22.82,0.0,52.17,3.16
1994-07-25,27.7,35.22,23.16,17.36,57.98,4.0
1994-07-26,28.42,36.15,23.32,10.43,52.77,4.5
1994-07-27,28.65,37.13,23.28,16.46,51.8,2.98
1994-07-28,26.95,32.62,23.19,16.62,56.8,2.39
1994-07-29,26.31,32.57,21.41,22.36,57.31,4.41
1994-07-30,27.75,35.61,22.14,0.55,52.06,4.87
1994-07-31,26.74,32.88,21.81,0.12,57.55,3.8
1994-08-01,26.63,33.48,22.2,0.07,53.82,5.96
1994-08-02,27.03,33.92,21.41,0.03,43.27,4.62
1994-08-03,27.48,33.9,21.46,0.03,48.47,2.97
1994-08-04,27.24,33.32,21.8,0.03,49.68,3.73
1994-08-05,27.28,33.47,22.5,0.04,51.7,3.75
1994-08-06,26.6,31.73,22.35,0.06,53.75,2.73
1994-08-07,27.03,33.0,22.74,0.01,54.08,3.21
1994-08-08,27.38,33.67,21.54,0.02,50.76,3.09
1994-08-09,28.03,34.92,21.83,0.24,50.49,3.63
1994-08-10,27.34,34.33,22.86,0.65,52.99,3.42
1994-08-11,27.92,34.71,23.32,0.48,50.43,3.54
1994-08-12,27.95,35.49,22.36,0.44,47.46,4.24
1994-08-13,27.4,33.15,23.22,0.47,51.35,1.47
1994-08-14,26.87,33.37,22.46,0.07,55.72,1.63
1994-08-15,26.23,31.73,22.27,0.04,57.59,1.7
1994-08-16,26.59,32.05,22.02,0.01,56.72,2.02
1994-08-17,27.14,32.66,22.71,0.03,56.52,2.83
1994-08-18,26.01,31.34,22.86,0.07,59.6,3.15
1994-08-19,26.59,31.52,22.58,0.34,57.27,2.61
1994-08-20,27.53,34.04,21.99,0.62,57.14,2.62
1994-08-21,26.07,30.86,23.52,0.28,57.23,2.35
1994-08-22,27.86,35.22,21.53,0.2,48.41,2.38
1994-08-23,28.27,36.55,21.38,0.13,45.44,2.42
1994-08-24,28.3,36.48,22.21,0.01,44.82,2.32
1994-08-25,26.36,31.77,22.31,0.01,53.38,2.27
1994-08-26,27.33,33.66,22.66,0.02,49.84,2.23
1994-08-27,26.9,32.95,22.37,0.01,56.25,1.3
1994-08-28,27.73,34.22,22.38,0.01,48.76,2.1
1994-08-29,25.93,29.76,22.79,0.03,57.52,2.77
1994-08-30,25.42,29.54,21.49,0.01,52.64,4.51
1994-08-31,28.17,36.27,21.64,0.03,46.26,3.41
1994-09-01,28.92,37.28,21.22,0.01,37.7,2.61
1994-09-02,29.07,37.43,22.09,0.01,38.96,2.47
1994-09-03,28.98,36.67,22.88,0.01,44.26,3.32
1994-09-04,29.13,36.88,23.18,0.02,42.48,3.99
1994-09-05,29.12,37.34,22.48,0.03,42.32,3.31
1994-09-06,29.52,37.36,23.09,0.02,36.41,2.15
1994-09-07,28.43,34.9,24.26,0.01,43.53,1.68
1994-09-08,27.78,33.76,23.3,0.0,50.66,2.02
1994-09-09,27.4,32.9,22.79,0.0,47.94,2.39
1994-09-10,28.25,35.77,22.67,0.0,37.22,2.37
1994-09-11,28.16,35.65,22.5,0.0,38.06,1.77
1994-09-12,27.32,33.42,22.65,0.0,42.09,1.78
1994-09-13,27.73,33.77,23.24,0.0,41.57,1.88
1994-09-14,27.76,35.39,22.08,0.0,43.68,2.24
1994-09-15,27.22,33.39,22.88,0.0,50.37,1.65
1994-09-16,26.68,33.05,22.3,0.0,52.27,1.35
1994-09-17,26.86,34.12,21.88,0.0,52.66,2.05
1994-09-18,25.94,31.73,22.23,0.01,55.73,1.59
1994-09-19,23.88,26.95,21.73,0.02,65.34,1.58
1994-09-20,23.38,27.63,20.22,0.02,62.58,1.89
1994-09-21,23.6,29.75,20.15,0.01,59.65,1.86
1994-09-22,23.9,31.86,18.08,0.01,59.93,2.51
1994-09-23,21.61,27.82,18.09,56.01,75.5,2.28
1994-09-24,21.96,29.13,17.11,4.18,64.3,2.72
1994-09-25,21.54,29.87,15.0,0.0,42.94,2.89
1994-09-26,22.63,30.82,17.17,0.0,35.56,1.98
1994-09-27,22.73,30.56,17.35,0.11,44.13,2.11
1994-09-28,21.97,30.18,16.54,0.0,51.04,2.42
1994-09-29,21.3,29.65,15.6,0.0,57.15,2.75
1994-09-30,22.11,30.46,15.17,0.0,54.33,2.57
1994-10-01,22.84,31.23,15.96,0.0,54.79,2.15
1994-10-02,23.09,30.99,16.78,0.0,55.5,2.18
1994-10-03,22.6,30.17,17.35,0.0,63.55,2.28
1994-10-04,22.34,30.73,16.16,0.0,58.79,2.91
1994-10-05,23.45,31.93,16.73,0.0,43.12,2.45
1994-10-06,24.81,32.28,18.91,0.0,39.28,1.94
1994-10-07,24.23,29.85,20.2,0.0,48.78,1.75
1994-10-08,24.45,31.97,18.72,0.0,46.21,1.84
1994-10-09,22.91,30.59,16.97,0.0,51.51,2.33
1994-10-10,22.24,30.53,16.3,0.0,57.6,2.99
1994-10-11,21.86,30.39,15.65,0.0,49.82,3.24
1994-10-12,22.59,31.48,16.51,0.0,38.85,2.73
1994-10-13,22.27,30.42,16.55,0.0,44.95,2.62
1994-10-14,22.15,30.64,16.02,0.0,52.96,2.62
1994-10-15,22.33,31.08,15.7,0.0,58.2,2.54
1994-10-16,22.19,30.19,15.87,0.0,62.52,2.58
1994-10-17,22.37,29.84,16.62,0.0,59.79,2.22
1994-10-18,22.28,30.03,16.84,0.0,51.91,2.24
1994-10-19,21.84,30.58,15.56,0.0,50.29,2.37
1994-10-20,22.01,30.68,15.56,0.0,59.74,2.48
1994-10-21,21.96,30.07,16.6,0.0,65.88,3.17
1994-10-22,21.9,30.04,15.88,0.0,61.28,2.88
1994-10-23,22.73,31.25,16.28,0.0,46.81,2.32
1994-10-24,22.58,32.32,15.09,0.0,38.4,2.34
1994-10-25,22.32,31.69,14.52,0.0,37.1,2.39
1994-10-26,22.55,31.21,15.38,0.0,49.94,2.52
1994-10-27,23.01,30.8,16.91,0.0,57.39,2.38
1994-10-28,22.43,29.41,17.41,0.0,59.38,2.12
1994-10-29,22.17,29.97,16.5,0.0,56.64,2.28
1994-10-30,21.56,30.23,15.5,0.0,57.37,2.82
1994-10-31,21.09,29.82,14.68,0.0,61.31,3.32
1994-11-01,21.07,29.81,14.59,0.0,58.45,3.31
1994-11-02,21.76,30.58,15.62,0.0,57.94,2.82
1994-11-03,21.69,30.86,15.15,0.0,57.17,2.69
1994-11-04,21.24,29.7,15.58,0.0,59.22,2.87
1994-11-05,21.01,29.87,14.59,0.0,60.4,2.62
1994-11-06,20.99,29.88,14.65,0.0,60.98,2.54
1994-11-07,21.81,29.85,15.27,1.68,54.49,2.2
1994-11-08,21.2,26.94,18.35,34.76,68.66,1.97
1994-11-09,20.43,24.86,18.1,20.2,80.49,2.68
1994-11-10,20.68,28.1,16.26,5.15,74.27,2.87
1994-11-11,20.78,28.9,14.68,3.96,61.4,2.53
1994-11-12,20.69,29.1,15.08,0.2,56.36,2.18
1994-11-13,20.05,27.84,14.43,0.0,57.11,2.34
1994-11-14,20.34,28.5,14.68,0.0,54.05,2.33
1994-11-15,20.02,27.81,14.89,0.0,52.43,2.45
1994-11-16,19.56,28.19,13.59,0.0,53.52,2.33
1994-11-17,19.67,28.03,12.96,0.0,57.81,2.19
1994-11-18,19.67,27.63,14.02,0.06,59.12,2.09
1994-11-19,20.71,28.67,14.47,0.03,54.26,2.66
1994-11-20,21.57,27.08,16.68,0.85,71.71,3.14
1994-11-21,20.89,27.2,16.65,1.44,70.15,3.72
1994-11-22,19.65,26.99,14.71,6.96,72.06,3.19
1994-11-23,19.01,25.85,14.54,15.72,79.07,3.25
1994-11-24,19.36,26.21,14.16,2.46,78.66,2.67
1994-11-25,19.84,26.58,14.97,8.63,78.8,1.89
1994-11-26,19.65,26.04,15.29,39.98,81.92,1.8
1994-11-27,19.26,25.83,15.22,1.59,77.57,2.18
1994-11-28,18.47,24.99,13.55,0.0,75.07,2.64
1994-11-29,18.74,25.62,14.68,0.0,77.44,2.38
1994-11-30,18.78,26.31,13.11,0.0,74.7,1.83
1994-12-01,18.47,25.6,13.38,0.0,69.71,2.03
1994-12-02,19.03,26.27,13.36,0.0,60.02,1.88
1994-12-03,20.28,27.3,14.72,0.0,60.66,1.59
1994-12-04,21.39,28.35,17.21,0.0,62.98,1.68
1994-12-05,20.69,27.25,16.31,0.0,77.08,2.22
1994-12-06,19.44,25.68,15.33,0.0,74.18,2.58
1994-12-07,18.11,24.85,13.25,0.0,72.91,2.72
1994-12-08,16.56,24.04,11.46,0.0,64.93,2.53
1994-12-09,16.01,23.62,10.31,1.67,64.93,2.44
1994-12-10,16.17,23.49,10.61,0.72,72.32,3.45
1994-12-11,17.09,24.44,11.57,0.0,73.16,3.12
1994-12-12,17.36,24.66,12.29,0.0,74.16,2.29
1994-12-13,17.43,25.07,12.0,0.0,70.44,2.78
1994-12-14,17.56,25.23,11.86,0.0,68.66,3.71
1994-12-15,17.37,25.24,11.83,0.0,70.31,3.63
1994-12-16,16.71,25.19,10.65,0.0,64.54,3.0
1994-12-17,17.23,25.82,12.14,0.0,71.34,2.87
1994-12-18,17.15,25.79,11.87,0.0,61.04,2.87
1994-12-19,17.47,26.13,11.64,0.0,56.11,2.45
1994-12-20,18.32,26.62,13.07,0.0,72.39,1.93
1994-12-21,18.17,25.65,13.83,0.0,74.48,1.95
1994-12-22,17.98,25.72,12.43,0.0,67.11,2.65
1994-12-23,18.59,26.75,12.27,0.0,67.28,2.46
1994-12-24,18.45,26.27,13.45,0.0,67.46,2.29
1994-12-25,18.17,25.96,12.41,0.0,66.28,2.19
1994-12-26,17.74,24.96,12.94,0.0,69.84,2.76
1994-12-27,17.02,25.04,11.56,0.0,64.47,3.22
1994-12-28,15.83,23.98,10.2,0.0,58.94,2.99
1994-12-29,15.81,23.73,9.46,0.0,61.79,3.11
1994-12-30,17.25,25.32,11.49,0.0,68.68,3.22
1994-12-31,17.81,26.17,10.93,0.0,68.75,2.05
1995-01-01,19.87,28.38,13.46,0.0,71.36,1.87
1995-01-02,19.25,26.93,13.66,0.0,63.05,2.08
1995-01-03,19.03,26.73,12.76,0.0,63.25,2.02
1995-01-04,18.9,26.42,13.43,0.0,65.82,2.11
1995-01-05,18.36,25.79,12.81,0.0,64.77,2.31
1995-01-06,17.78,25.49,12.6,0.0,63.51,2.64
1995-01-07,16.75,25.16,10.91,0.0,55.22,3.27
1995-01-08,15.82,24.37,8.81,0.0,55.1,3.18
1995-01-09,16.52,24.63,10.47,0.0,67.29,2.32
1995-01-10,17.6,25.92,12.24,0.0,65.17,2.27
1995-01-11,17.5,25.48,12.08,0.07,63.95,3.31
1995-01-12,17.01,24.96,11.64,0.03,68.03,3.26
1995-01-13,18.81,28.13,11.41,0.0,48.88,1.85
1995-01-14,20.19,28.72,14.27,0.0,46.63,2.02
1995-01-15,19.26,27.48,13.09,0.0,47.28,2.21
1995-01-16,18.2,26.33,12.13,0.0,59.16,3.14
1995-01-17,17.97,25.41,12.78,0.0,71.84,3.43
1995-01-18,18.0,25.34,12.65,0.0,70.01,2.66
1995-01-19,18.55,26.88,12.62,0.0,65.66,2.25
1995-01-20,18.86,27.65,12.63,0.0,63.82,2.09
1995-01-21,18.49,26.72,12.25,0.0,58.93,2.17
1995-01-22,18.74,26.16,14.07,0.0,57.8,2.19
1995-01-23,18.12,26.26,12.12,0.0,59.13,2.95
1995-01-24,18.06,25.94,12.07,0.0,64.96,3.68
1995-01-25,18.65,27.12,11.5,0.0,60.47,2.49
1995-01-26,19.64,26.78,14.87,0.0,63.2,1.95
1995-01-27,18.87,26.7,13.57,0.0,54.77,2.84
1995-01-28,17.4,25.85,11.89,0.0,51.06,3.63
1995-01-29,17.5,25.74,11.44,0.0,62.76,3.68
1995-01-30,17.84,25.64,12.03,0.0,69.93,3.84
1995-01-31,18.29,26.24,13.02,0.0,69.06,4.09
1995-02-01,18.13,26.13,12.22,0.0,67.34,3.66
1995-02-02,19.16,28.2,13.32,0.0,61.58,3.46
1995-02-03,18.91,27.22,13.85,0.0,63.71,3.39
1995-02-04,18.23,27.28,11.05,0.0,50.28,3.35
1995-02-05,18.79,27.63,11.48,0.0,35.54,3.45
1995-02-06,19.73,28.65,12.83,0.0,43.81,2.7
1995-02-07,21.58,29.98,14.55,0.02,48.67,2.04
1995-02-08,22.28,29.88,16.57,1.91,56.55,2.08
1995-02-09,20.27,25.05,17.06,12.27,77.36,1.26
1995-02-10,21.13,27.43,16.9,5.93,76.58,1.9
1995-02-11,19.61,23.36,16.85,13.07,85.45,2.6
1995-02-12,19.29,25.7,14.97,6.32,79.86,2.37
1995-02-13,18.93,25.38,14.97,1.39,77.24,2.92
1995-02-14,19.03,26.03,13.69,0.21,69.84,3.28
1995-02-15,20.22,27.8,13.76,0.0,59.75,2.46
1995-02-16,21.02,27.79,15.96,0.0,60.1,2.16
1995-02-17,21.02,28.54,15.7,0.0,65.46,2.38
1995-02-18,21.08,29.51,14.38,0.0,56.74,2.18
1995-02-19,21.01,28.82,15.56,0.0,52.52,1.96
1995-02-20,21.44,29.11,16.56,0.0,65.44,2.3
1995-02-21,20.64,27.86,15.71,0.0,69.71,3.27
1995-02-22,20.3,27.92,14.21,0.0,64.7,2.78
1995-02-23,21.05,27.91,15.86,0.0,63.85,1.91
1995-02-24,21.53,28.34,16.37,0.0,68.0,2.07
1995-02-25,22.16,29.09,17.7,0.0,62.17,2.32
1995-02-26,22.22,29.01,17.27,0.0,60.83,1.94
1995-02-27,23.52,31.58,17.44,0.0,56.99,2.04
1995-02-28,22.28,28.69,17.62,0.0,67.74,2.27
1995-03-01,19.85,23.69,16.97,0.02,79.57,2.22
1995-03-02,19.36,24.06,16.55,33.7,83.58,2.12
1995-03-03,19.46,21.56,17.68,13.91,84.02,1.34
1995-03-04,21.18,26.08,17.51,18.6,78.92,1.44
1995-03-05,20.73,25.14,16.73,13.34,78.5,1.53
1995-03-06,20.52,26.39,16.47,8.65,80.64,2.8
1995-03-07,20.3,26.33,15.36,0.96,75.88,2.83
1995-03-08,20.11,25.93,15.69,0.29,76.48,2.37
1995-03-09,19.99,26.95,14.76,0.14,72.84,2.86
1995-03-10,19.45,26.67,13.9,0.0,64.29,3.43
1995-03-11,19.86,27.13,13.98,0.01,62.77,2.84
1995-03-12,20.77,27.39,15.13,0.03,71.28,2.16
1995-03-13,21.27,27.37,16.84,0.09,73.5,1.86
1995-03-14,21.22,28.85,14.14,0.09,61.43,2.16
1995-03-15,21.27,28.09,16.09,0.01,64.08,3.3
1995-03-16,20.26,26.1,14.72,0.41,73.51,3.78
1995-03-17,21.35,27.71,15.61,0.0,70.67,3.15
1995-03-18,21.88,28.2,16.85,0.0,72.57,2.72
1995-03-19,22.19,28.78,17.27,0.0,69.73,3.14
1995-03-20,22.24,29.57,16.42,0.0,67.0,3.52
1995-03-21,22.15,29.43,16.38,0.0,68.3,3.47
1995-03-22,22.6,29.62,16.93,0.1,62.78,2.62
1995-03-23,22.37,28.87,17.18,0.36,68.12,2.31
1995-03-24,22.05,28.33,17.23,0.42,65.11,2.74
1995-03-25,22.7,30.42,15.98,0.29,43.26,2.43
1995-03-26,24.42,31.81,18.36,1.54,45.32,1.83
1995-03-27,24.53,30.98,19.27,0.05,66.47,1.89
1995-03-28,23.95,29.71,19.54,0.0,67.71,2.1
1995-03-29,23.96,30.73,18.68,0.0,53.92,2.22
1995-03-30,23.92,30.74,17.55,0.0,51.12,2.23
1995-03-31,24.13,30.62,19.43,0.0,52.3,1.92
1995-04-01,23.23,30.36,17.48,0.0,49.48,3.15
1995-04-02,22.91,30.33,17.28,0.3,48.78,3.48
1995-04-03,22.06,29.68,16.1,0.0,51.45,3.83
1995-04-04,22.5,29.01,16.46,0.0,61.05,1.93
1995-04-05,21.88,26.72,18.61,0.0,68.7,1.91
1995-04-06,23.4,30.01,18.21,0.0,61.54,1.98
1995-04-07,22.81,28.64,18.33,0.0,65.77,2.49
1995-04-08,22.46,27.8,19.38,0.0,70.35,3.23
1995-04-09,22.89,28.85,18.23,0.0,59.08,4.08
1995-04-10,22.21,29.32,15.82,0.0,51.11,4.5
1995-04-11,21.83,29.75,15.22,0.0,48.19,4.34
1995-04-12,21.59,29.63,14.19,0.0,47.63,3.91
1995-04-13,22.61,30.68,15.39,0.11,54.84,3.66
1995-04-14,23.88,31.1,17.18,0.22,63.74,2.72
1995-04-15,24.81,31.03,19.22,0.34,64.51,1.76
1995-04-16,23.97,27.83,21.08,1.86,66.51,1.7
1995-04-17,22.46,25.74,19.63,1.51,74.85,2.73
1995-04-18,22.96,28.67,18.66,0.76,62.68,3.53
1995-04-19,22.85,30.63,16.21,3.07,62.18,3.78
1995-04-20,22.29,29.49,15.49,0.26,61.54,4.0
1995-04-21,23.19,30.58,16.45,0.15,62.89,3.09
1995-04-22,24.28,31.61,17.07,0.39,60.34,2.2
1995-04-23,23.67,28.72,20.24,0.52,61.62,1.51
1995-04-24,24.84,30.95,20.07,0.51,61.86,1.82
1995-04-25,24.32,29.81,20.27,0.58,64.32,2.24
1995-04-26,24.48,30.8,18.25,0.04,61.82,2.32
1995-04-27,24.46,31.01,19.26,0.01,63.51,2.86
1995-04-28,24.18,30.67,20.24,0.01,60.76,3.74
1995-04-29,23.95,30.94,18.24,1.09,56.21,3.87
1995-04-30,24.0,32.13,17.4,0.0,45.05,3.76
1995-05-01,23.67,31.34,17.01,0.0,43.6,3.41
1995-05-02,24.6,32.02,18.79,0.0,43.23,3.49
1995-05-03,24.86,32.82,18.28,0.0,48.22,3.71
1995-05-04,24.54,32.05,18.41,0.0,45.22,3.32
1995-05-05,24.81,32.32,17.86,0.0,41.08,2.34
1995-05-06,25.77,33.11,20.73,0.0,48.97,2.12
1995-05-07,24.64,32.25,19.74,0.0,61.15,2.33
1995-05-08,25.3,33.2,19.07,0.0,41.27,2.67
1995-05-09,26.91,34.76,21.43,0.0,35.54,2.07
1995-05-10,27.15,34.66,21.36,0.0,44.01,1.98
1995-05-11,27.18,33.92,21.55,0.0,38.25,2.46
1995-05-12,26.47,33.57,20.86,0.0,34.27,2.75
1995-05-13,26.39,33.95,19.92,0.0,34.72,2.52
1995-05-14,27.17,34.6,20.86,0.0,34.35,2.23
1995-05-15,28.72,35.76,22.9,0.01,30.94,1.75
1995-05-16,28.79,34.95,24.25,0.0,35.7,1.63
1995-05-17,28.31,33.93,23.31,0.05,41.24,2.09
1995-05-18,27.76,33.45,23.34,0.13,46.58,1.63
1995-05-19,28.18,34.75,22.39,0.1,44.38,1.9
1995-05-20,28.37,34.84,23.39,0.16,47.2,2.26
1995-05-21,27.14,34.36,21.81,0.0,52.12,2.41
1995-05-22,27.2,34.79,21.47,0.03,44.09,2.35
1995-05-23,27.2,34.2,22.27,0.0,40.78,2.44
1995-05-24,26.8,34.42,21.06,0.0,38.53,2.99
1995-05-25,26.35,33.79,20.28,0.0,34.32,3.26
1995-05-26,26.54,33.9,19.97,0.61,45.07,2.95
1995-05-27,25.44,32.02,20.62,5.12,56.76,2.47
1995-05-28,23.3,27.46,21.13,5.38,72.48,2.1
1995-05-29,23.65,29.14,20.4,4.2,73.18,1.74
1995-05-30,25.55,33.47,19.97,4.21,57.67,1.96
1995-05-31,25.32,32.12,20.44,0.17,58.97,1.99
1995-06-01,25.85,33.21,20.05,0.0,57.21,2.7
1995-06-02,26.09,34.44,19.09,0.0,48.2,2.5
1995-06-03,26.98,34.75,20.56,0.0,40.29,2.6
1995-06-04,27.36,34.07,22.45,0.0,47.61,1.91
1995-06-05,27.67,33.93,23.16,0.0,46.4,1.83
1995-06-06,28.32,35.58,22.6,0.0,42.85,2.08
1995-06-07,27.49,32.68,23.08,0.0,49.22,1.47
1995-06-08,28.07,34.28,23.23,0.0,44.29,1.73
1995-06-09,29.89,38.53,22.69,0.0,39.07,2.04
1995-06-10,30.52,38.22,23.79,0.0,33.41,2.61
1995-06-11,29.62,37.07,22.66,0.0,28.88,2.56
1995-06-12,29.71,37.2,23.0,0.0,34.92,2.24
1995-06-13,30.03,37.01,23.48,0.0,28.3,2.33
1995-06-14,30.44,37.95,24.16,0.0,25.21,2.35
1995-06-15,30.44,38.74,23.53,0.0,25.62,2.34
1995-06-16,28.83,34.68,23.86,0.0,30.23,1.84
1995-06-17,28.87,35.69,22.59,0.0,32.09,2.41
1995-06-18,29.4,36.33,24.23,0.0,36.46,2.18
1995-06-19,29.78,37.03,23.8,0.0,31.84,2.07
1995-06-20,29.49,36.2,24.45,0.0,35.74,2.12
1995-06-21,29.9,36.88,23.38,0.0,37.51,2.41
1995-06-22,30.15,37.24,24.01,0.0,33.48,2.26
1995-06-23,29.73,36.98,22.51,0.0,35.44,2.42
1995-06-24,28.86,35.09,23.48,0.0,42.61,2.11
1995-06-25,27.92,32.99,23.54,0.0,48.04,2.06
1995-06-26,27.4,32.7,22.07,0.0,49.68,2.44
1995-06-27,27.96,34.41,21.88,0.0,45.71,2.38
1995-06-28,28.26,34.62,22.66,0.0,42.27,2.28
1995-06-29,29.64,36.77,23.16,0.0,37.17,2.22
1995-06-30,29.34,35.63,25.02,0.0,39.96,2.14
1995-07-01,30.19,37.88,24.37,0.0,31.72,2.74
1995-07-02,29.45,36.01,24.28,0.0,36.69,2.18
1995-07-03,28.84,34.2,24.58,0.0,40.75,1.87
1995-07-04,29.93,37.64,24.5,0.0,35.04,2.15
1995-07-05,30.63,38.58,24.03,0.0,31.83,2.63
1995-07-06,29.86,35.82,24.5,0.0,37.5,2.31
1995-07-07,28.74,33.96,24.44,0.0,43.36,2.58
1995-07-08,28.97,34.52,23.91,0.0,38.02,2.82
1995-07-09,27.88,31.88,24.38,0.0,42.91,2.55
1995-07-10,29.85,36.42,24.67,0.48,35.1,4.32
1995-07-11,29.25,34.91,24.69,0.43,39.74,3.62
1995-07-12,26.62,30.94,23.82,1.69,53.24,3.38
1995-07-13,27.87,35.06,23.36,1.72,48.37,3.67
1995-07-14,28.08,34.86,22.35,1.48,45.9,4.42
1995-07-15,28.77,35.41,23.53,0.05,39.91,4.71
1995-07-16,29.73,37.08,24.16,0.02,38.59,4.53
1995-07-17,28.52,34.0,24.27,0.02,43.82,3.05
1995-07-18,26.43,30.63,23.96,0.04,55.78,3.08
1995-07-19,26.63,30.17,23.01,0.02,50.59,3.27
1995-07-20,28.03,33.35,24.32,3.46,46.09,4.31
1995-07-21,27.24,33.79,23.49,4.28,51.11,4.12
1995-07-22,25.22,30.06,21.9,9.56,60.88,3.58
1995-07-23,24.14,28.84,20.92,3.05,64.43,4.39
1995-07-24,24.78,29.09,20.98,3.79,60.15,2.5
1995-07-25,25.92,30.96,21.93,0.4,58.49,2.97
1995-07-26,24.13,27.51,21.71,0.04,65.44,4.25
1995-07-27,24.57,28.67,22.01,0.02,59.91,2.98
1995-07-28,25.96,32.13,20.99,0.02,57.33,3.89
1995-07-29,25.11,29.28,21.38,0.09,65.12,4.83
1995-07-30,26.38,32.13,22.2,2.55,61.93,3.08
1995-07-31,25.37,29.74,20.72,2.85,66.49,2.31
1995-08-01,24.81,30.24,21.23,1.01,67.22,1.89
1995-08-02,25.25,31.3,20.73,1.17,64.25,2.4
1995-08-03,24.32,27.88,21.32,2.32,70.34,2.43
1995-08-04,26.5,32.39,21.13,0.65,58.51,3.07
1995-08-05,27.46,34.68,21.73,0.03,58.38,3.22
1995-08-06,27.02,31.81,23.16,0.02,57.75,3.05
1995-08-07,26.44,30.98,23.04,0.02,58.83,3.06
1995-08-08,27.08,33.34,21.65,2.82,57.96,1.64
1995-08-09,27.17,32.63,23.43,0.0,52.86,3.16
1995-08-10,27.95,33.89,23.16,0.0,48.72,2.46
1995-08-11,27.67,34.25,23.33,0.0,43.81,2.06
1995-08-12,26.85,32.27,22.86,0.0,49.54,2.26
1995-08-13,27.07,33.03,22.36,0.0,51.32,2.86
1995-08-14,27.62,34.0,23.26,0.02,53.93,2.69
1995-08-15,26.23,30.8,22.62,0.01,57.8,2.92
1995-08-16,26.74,31.89,21.97,0.01,50.2,3.19
1995-08-17,27.94,35.63,21.56,0.04,53.45,2.99
1995-08-18,28.16,36.03,22.39,0.02,47.54,2.17
1995-08-19,25.92,30.06,22.46,0.0,61.02,2.18
1995-08-20,26.73,32.43,22.37,0.94,54.26,3.24
1995-08-21,28.64,36.19,22.45,0.0,47.71,2.75
1995-08-22,25.77,29.69,23.38,0.0,61.6,2.08
1995-08-23,26.66,31.74,22.74,0.0,51.5,1.84
1995-08-24,29.3,37.99,21.81,0.0,39.97,1.8
1995-08-25,30.6,39.42,22.03,0.0,27.7,2.26
1995-08-26,29.3,37.64,22.96,0.0,31.76,2.12
1995-08-27,27.36,32.11,23.67,0.0,46.56,1.84
1995-08-28,28.63,35.21,23.29,0.0,42.55,2.04
1995-08-29,28.62,35.08,24.34,0.38,48.0,3.98
1995-08-30,28.71,37.04,23.07,0.56,49.36,4.44
1995-08-31,29.38,36.82,23.57,0.42,43.26,4.53
1995-09-01,29.74,38.19,22.92,0.21,36.89,3.0
1995-09-02,28.17,33.13,24.37,1.01,43.75,2.03
1995-09-03,27.92,33.53,22.78,0.02,45.33,1.61
1995-09-04,27.84,33.89,23.92,0.0,46.48,2.16
